hash,min_label,log_min_label,three_categories_label,parity_two_label,log_parity_two_label,timeout_count_label,timeout_factor_label,log10_parity_two_label,log10_min_label,four_families,all_families,all_families_threshold_10,3-means_label,4-means_label,5-means_label
2c5452e8b90e57f4e0900438ff749f20,11.19,2.4150205223238337,easy,3403.633333333333,8.13259876747937,5.0,0.2777777777777778,3.5319427682494777,1.04883008652835,other,cellular-automata,cellular-automata,0.0,0.0,4.0
2a13aa55fdf6ea7343331a89ad2cd57e,496.77,6.208127142322502,medium,5814.802777777779,8.66816214826028,8.0,0.4444444444444444,3.764534989232077,2.6961553608644664,other,spectrum-repacking,spectrum-repacking,2.0,2.0,2.0
0022f125b13bd7ccc91e793431c67a52,71.74,4.273048472104136,easy,1608.33,7.382951652563968,2.0,0.1111111111111111,3.2063751628670256,1.855761372339948,other,hypertree-decomposition,hypertree-decomposition,0.0,3.0,0.0
2407dfcb61fdfbb7b29a1623f320c1d5,,8.517193191416238,hard,10000.0,9.210340371976184,18.0,1.0,4.0,,antibandwidth,antibandwidth,antibandwidth,1.0,1.0,1.0
3054a40760abbb8045025b43d205cf7e,0.0,-inf,easy,1111.9461111111111,7.013867012405229,2.0,0.1111111111111111,3.046083740290838,-inf,other,cnf-miter,cnf-miter,0.0,3.0,0.0
4f10d32c152b3e64dc918215a4e8d6ed,85.37,4.446994751022215,easy,3800.371111111111,8.242854001764684,6.0,0.3333333333333333,3.579826008100539,1.931305281421673,other,test-configuration,test-configuration,2.0,0.0,4.0
c80f697119dadd7762308e1c6b0ad109,102.39,4.628789051586725,medium,7505.344444444445,8.923370638343444,12.0,0.6666666666666666,3.8753706282100553,2.010257542998301,cryptography,cryptography,cryptography,2.0,2.0,3.0
8b463d3ac858ec91fb0056c0c17a0c75,,8.517193191416238,hard,10000.0,9.210340371976184,18.0,1.0,4.0,,other,coloring,coloring,1.0,1.0,1.0
e0bf26a7527cd162c7d3016d4b2ab9fb,33.89,3.52311998561896,easy,1974.1616666666669,7.587899114647398,2.0,0.1111111111111111,3.295382714729935,1.5300715688373785,cryptography,cryptography,cryptography,0.0,3.0,0.0
db5739060cc056b6b4733e4527bb630c,154.49,5.040129369323958,easy,1362.4055555555556,7.2170072071114175,2.0,0.1111111111111111,3.134306405904488,2.188900373175912,other,scheduling,scheduling,0.0,3.0,0.0
5d3f7a547ff9818a05747963c1930f71,91.29,4.514041252576989,easy,2752.1305555555555,7.920130638173459,4.0,0.2222222222222222,3.4396690321116137,1.9604232070778296,other,baseball-lineup,baseball-lineup,0.0,0.0,4.0
0a8fe895de976b00368bbcb2e44a2c85,731.35,6.594892141333097,medium,6500.286111111112,8.779601472009022,10.0,0.5555555555555556,3.812932472603185,2.8641252657280845,other,hypertree-decomposition,hypertree-decomposition,2.0,2.0,3.0
9fd7630f8c97a67989383e0c69bb1d49,,8.517193191416238,hard,10000.0,9.210340371976184,18.0,1.0,4.0,,other,sliding-puzzle,sliding-puzzle,1.0,1.0,1.0
4509b6510f66ee643963b51cc5812a1e,95.28,4.556819925047044,easy,1680.4655555555555,7.426826150409763,2.0,0.1111111111111111,3.22542961517773,1.979001748474721,other,flood-it-puzzle,flood-it-puzzle,0.0,3.0,0.0
be00013a6fcedfbd6b337b280f23bc7c,1166.19,7.061497303892777,medium,9096.61,9.115657095626815,16.0,0.8888888888888888,3.9588795755529502,3.066769313055323,antibandwidth,antibandwidth,antibandwidth,1.0,1.0,1.0
3f39e990cf44dd2e2541bf6af03afc19,1365.7,7.219422396684378,medium,4413.047222222222,8.392320709919801,4.0,0.2222222222222222,3.644738574680552,3.1353553094087747,other,hypertree-decomposition,hypertree-decomposition,2.0,0.0,2.0
36ffefcf54eb9e407652175766f21d83,,8.517193191416238,,,,,,,,other,edge-matching,edge-matching,,,
57f13c5e8289c8625b9339afa055587e,2641.16,7.878973493574507,medium,7803.793888888887,8.962365290436882,12.0,0.6666666666666666,3.8923057904379728,3.4217947113213945,antibandwidth,antibandwidth,antibandwidth,1.0,2.0,3.0
2aea0fafd98d1d4bb6e7cc37f4fcf6ec,5.69,1.7387102481382395,easy,1772.2755555555557,7.480019624467841,3.0,0.1666666666666666,3.2485312474344177,0.7551122663950712,other,termination-analysis,termination-analysis,0.0,3.0,0.0
993196979dccc14ecf0a10d8f02305be,184.98,5.220247711126114,medium,4364.105,8.381168407158471,6.0,0.3333333333333333,3.6398951911307904,2.267124775110152,cryptography,cryptography,cryptography,2.0,0.0,4.0
8875a6960638b57ebe2e9044842deaab,226.69,5.423583445380434,medium,6849.978888888889,8.832000849337492,10.0,0.5555555555555556,3.835689233032106,2.355432362470549,antibandwidth,antibandwidth,antibandwidth,2.0,2.0,3.0
1c8198c84a758fa9a7ae52b893f65f34,289.69,5.668811385712148,medium,5385.303888888889,8.591429020475282,8.0,0.4444444444444444,3.731210215255875,2.4619335037651124,other,planning,planning,2.0,2.0,2.0
6392cea0e1c5c95773c79cd143e2a934,334.26,5.811919133260779,medium,8223.927777777779,9.014803205771388,14.0,0.7777777777777778,3.915079287710258,2.5240844088430863,other,polynomial-multiplication,polynomial-multiplication,1.0,1.0,3.0
c2294db48add816588e1db1733bd4de4,3.19,1.1600209167967532,easy,581.8522222222223,6.366216501782373,1.0,0.0555555555555555,2.764812697325508,0.5037906830571811,cryptography,cryptography,cryptography,0.0,3.0,0.0
453e2197c9226f8c99b3a740c7711723,153.19,5.031678981024605,easy,3781.278333333333,8.237817414864026,6.0,0.3333333333333333,3.5776386462019576,2.185230416167563,other,graph-isomorphism,other ,2.0,0.0,4.0
a5fc113e7d4899f4e4af14b87b6fd6ae,1310.33,7.178034292868551,medium,4493.825000000001,8.410459511177093,4.0,0.2222222222222222,3.652616155974932,3.117380684305122,other,hypertree-decomposition,hypertree-decomposition,2.0,0.0,2.0
3ab30856f7d435047f41b2ec8db9bbc0,88.08,4.478245492414424,medium,6723.371666666667,8.81334504380083,12.0,0.6666666666666666,3.827587119632074,1.944877305963696,other,planning,planning,2.0,2.0,3.0
d9f5fe87dfb9d09fab79247f1a5b4e38,106.67,4.669739956637391,medium,4124.179444444444,8.324622356422143,7.0,0.3888888888888889,3.6153375533225818,2.0280422950907497,other,cellular-automata,cellular-automata,2.0,0.0,4.0
451f00237776d61d16610f54e87c74e5,0.47,-0.7550225842780328,easy,1114.8872222222224,7.01650853278958,2.0,0.1111111111111111,3.0472309380175964,-0.3279021420642826,other,maximum-constraint-partition,maximum-constraint-partition,0.0,3.0,0.0
60e3c2ba930b94c6b300ceeaf0ea5831,281.18,5.638995033651762,easy,2285.0988888888887,7.734164579804945,3.0,0.1666666666666666,3.35890499914087,2.448984426594802,other,maxsat-optimum,maxsat-optimum,0.0,3.0,0.0
e0d07b9ee9c0969b78a49440218739d4,1119.33,7.020485571001869,medium,8643.711666666664,9.064587360599669,15.0,0.8333333333333334,3.9367002714383976,3.048958143767512,antibandwidth,antibandwidth,antibandwidth,1.0,1.0,3.0
465a2609dba34a4dcb56dd03643fb3b8,0.0,-inf,easy,1112.3100000000002,7.014194212937864,2.0,0.1111111111111111,3.046225841676637,-inf,other,cnf-miter,cnf-miter,0.0,3.0,0.0
34b1b24d9020589c27a1629db3404f27,,8.517193191416238,hard,10000.0,9.210340371976184,18.0,1.0,4.0,,other,sliding-puzzle,sliding-puzzle,1.0,1.0,1.0
4afd946cbaa6f41aa61dda47347dc973,0.0,-inf,easy,3096.766666666667,8.038113835406318,5.0,0.2777777777777778,3.490908483627148,-inf,other,hgen,hgen,0.0,0.0,4.0
9aaadc9d5e63938b3711ea6689579055,0.09,-2.407945608651872,easy,2695.165555555556,7.899214912089173,4.0,0.2222222222222222,3.430585447688208,-1.0457574905606752,other,unknown,other ,0.0,0.0,4.0
21fc09c6badfc60aaa85cae664023cc6,,8.517193191416238,hard,10000.0,9.210340371976184,18.0,1.0,4.0,,other,petrinet-concurrency,petrinet-concurrency,1.0,1.0,1.0
127be3477f24c134be803bd877314594,81.38,4.399129542573544,easy,2130.417777777778,7.664073379272349,3.0,0.1666666666666666,3.328464777519589,1.9105176855172663,bitvector,bitvector,bitvector,0.0,3.0,0.0
70f6d559a6e3b8f13ad535acea6e89cc,3730.02,8.224168874553781,medium,9651.66777777778,9.174886006112938,17.0,0.9444444444444444,3.9846023645462143,3.571711160459184,cryptography,cryptography,cryptography,1.0,1.0,1.0
bd9c3ce8c75df3a94eda414514ac5b3a,,8.517193191416238,hard,10000.0,9.210340371976184,18.0,1.0,4.0,,other,pigeonhole,other ,1.0,1.0,1.0
bb2847c158b6773a972dac3a823850a5,202.19,5.309207849379209,easy,2545.9827777777778,7.842272014670977,3.0,0.1666666666666666,3.4058554615559027,2.305759672262821,bitvector,bitvector,bitvector,0.0,3.0,4.0
e070c64c9fc37404db94141f3196d4f7,42.68,3.753730426433553,medium,4483.972777777778,8.408264713205241,8.0,0.4444444444444444,3.651662967326864,1.6302244107524322,other,planning,planning,2.0,0.0,2.0
1d1a84a016853e81558971f7410b3d0b,2479.22,7.815699273559424,medium,7985.121666666667,8.985335297435558,13.0,0.7222222222222222,3.9022815377267768,3.394315066722112,other,software-verification,software-verification,1.0,2.0,3.0
77dfdcc60089d19a1c4df4ceb1dbdb89,696.78,6.546469722485721,easy,3535.52,8.170615667936795,4.0,0.2222222222222222,3.5484532983372024,2.843095676422261,bitvector,bitvector,bitvector,0.0,0.0,4.0
afa9add5e33153192af99caf9630f35a,,8.517193191416238,hard,10000.0,9.210340371976184,18.0,1.0,4.0,,other,edge-matching,edge-matching,1.0,1.0,1.0
c2355a212a2f6295ac6050518becc62d,73.68,4.299731391947051,easy,2148.213333333333,7.672391767891418,3.0,0.1666666666666666,3.332077407795178,1.8673496171887924,other,planning,planning,0.0,3.0,0.0
0449da0fb33b7ed1f7b7f0e2924cfb14,3838.4,8.25281089208543,medium,9031.078333333331,9.10842705604037,15.0,0.8333333333333334,3.9557396092566135,3.584150230623756,antibandwidth,antibandwidth,antibandwidth,1.0,1.0,1.0
5fb0d1f02c02c6a7fb485707b637d7e4,1205.7,7.0948155901232655,medium,4083.972222222222,8.314825377650804,4.0,0.2222222222222222,3.611082779502866,3.081239260911697,bitvector,bitvector,bitvector,2.0,0.0,4.0
1f1ab0fd7da480fb9736da2b3e985fb8,,8.517193191416238,,,,,,,,other,tournament,tournament,,,
0aeec01727d2c23cd3f075494541a7b4,43.39,3.7702289998102594,easy,3171.655,8.062008812652852,5.0,0.2777777777777778,3.5012859403905208,1.637389650129212,bitvector,bitvector,bitvector,0.0,0.0,4.0
f32df1fbeb872acd40a61c008abfb470,11.89,2.4756977107026903,easy,3525.853888888889,8.16787792389415,5.0,0.2777777777777778,3.547264311206618,1.0751818546186915,cryptography,cryptography,cryptography,0.0,0.0,4.0
2022659f96388494baf939f542ba2c6f,24.69,3.206398303357088,easy,1793.8333333333337,7.492110136036243,3.0,0.1666666666666666,3.253782089891962,1.3925210899319322,other,planning,planning,0.0,3.0,0.0
8f806d79e52189fb9fdc1ecb1e3654ca,,8.517193191416238,hard,10000.0,9.210340371976184,18.0,1.0,4.0,,bitvector,bitvector,bitvector,1.0,1.0,1.0
2a576a22d6ed0abacbfe4749e1027149,1773.94,7.480958340426076,medium,9217.414444444445,9.128849848204029,14.0,0.7777777777777778,3.964609115198348,3.248938926595153,cryptography,cryptography,cryptography,1.0,1.0,1.0
7be2e7849e3d2c0d20ae4ae248f7a806,,8.517193191416238,hard,10000.0,9.210340371976184,18.0,1.0,4.0,,bitvector,bitvector,bitvector,1.0,1.0,1.0
e10a14f31dceea578a2eff6eb5f0de7a,157.29,5.058091235252551,medium,4214.055555555556,8.346180777845232,7.0,0.3888888888888889,3.624700256785175,2.1967011124333857,other,lam-discrete-geometry,lam-discrete-geometry,2.0,0.0,4.0
cd60db7535dddb69068778af69e6a267,866.35,6.764288983956856,medium,8108.404999999999,9.000656456990406,14.0,0.7777777777777778,3.908935432777807,2.9376933797314164,other,edit-distance,edit-distance,1.0,2.0,3.0
e170df0dec4b16c73dbdb4ddd580ff5c,179.38,5.189506460689857,easy,1726.7088888888886,7.453972499310901,2.0,0.1111111111111111,3.237219124709315,2.25377401967888,cryptography,cryptography,cryptography,0.0,3.0,0.0
6d9b2fef1a2d5d26c96d654d1d85d06d,22.99,3.1350593387750902,easy,3208.167777777778,8.073455267424858,5.0,0.2777777777777778,3.5062570725353583,1.361538971269279,other,cellular-automata,cellular-automata,0.0,0.0,4.0
634269a12a52ea573f3e469f525c5d19,18.95,2.9418039315284354,medium,5665.518333333332,8.64215366677573,9.0,0.5,3.753239649240654,1.2776092143040911,antibandwidth,antibandwidth,antibandwidth,2.0,2.0,2.0
df050f2e70ef41fc19d87f51ad431601,3658.73,8.204871371643359,medium,8350.767222222223,9.030108696524792,12.0,0.6666666666666666,3.921726377887283,3.563330361430676,other,hypertree-decomposition,hypertree-decomposition,1.0,1.0,3.0
c9a7178c8f572282e66e0f7705f8e3cb,578.67,6.360732366904259,medium,6629.465555555556,8.79927946990896,9.0,0.5,3.821478518506032,2.7624309678099297,antibandwidth,antibandwidth,antibandwidth,2.0,2.0,3.0
23ddc17bdbd97b96fcc0393f51bcfe13,3459.55,8.148893801790052,medium,9636.641666666666,9.173327952080877,17.0,0.9444444444444444,3.983925710277582,3.539019611733031,bitvector,bitvector,bitvector,1.0,1.0,1.0
a5e6de7a46556a09ccb12136aaea1dee,207.48,5.335034949483199,medium,4655.309444444443,8.445763663214848,7.0,0.3888888888888889,3.6679485543932016,2.3169762393215474,bitvector,bitvector,bitvector,2.0,0.0,2.0
e8c79a0ee6be39b6b2211c9a527c192a,0.0,-inf,medium,9444.444444444443,9.153181958136232,17.0,0.9444444444444444,3.975176416274968,-inf,other,perfect-matching,perfect-matching,1.0,1.0,1.0
842e012d4ef31f3c62f3c58ae04254b1,935.75,6.841348346784538,medium,9496.430555555557,9.158671275989905,17.0,0.9444444444444444,3.97756039672823,2.97115983578646,cryptography,cryptography,cryptography,1.0,1.0,1.0
6229f66269a1aa20b39b83168660ef1c,1.09,0.0861776962410524,easy,865.9933333333333,6.763877210303397,1.0,0.0555555555555555,2.9375145487059258,0.0374264979406236,cryptography,cryptography,cryptography,0.0,3.0,0.0
9f07f970847c32165ed1a27933e18a92,0.59,-0.527632742082372,easy,559.4205555555556,6.326901525812372,1.0,0.0555555555555555,2.747738420205577,-0.2291479883578558,cryptography,cryptography,cryptography,0.0,3.0,0.0
29b7d5a498eff7a98fcd03a273eaeba3,879.26,6.779080644618959,medium,5595.071111111111,8.629641330425956,8.0,0.4444444444444444,3.747805610608229,2.944117316335153,other,hypertree-decomposition,hypertree-decomposition,2.0,2.0,2.0
64c4d5357301ceb6a7e5d759e9cadca9,249.87,5.520940782615359,medium,5646.595555555555,8.638808085991498,8.0,0.4444444444444444,3.751786681967301,2.397714116804471,antibandwidth,antibandwidth,antibandwidth,2.0,2.0,2.0
401ba5184762fbcf2f0b9442e9616601,,8.517193191416238,hard,10000.0,9.210340371976184,18.0,1.0,4.0,,other,sliding-puzzle,sliding-puzzle,1.0,1.0,1.0
8ed16a9a3905acac40162b1b517ddd86,,8.517193191416238,hard,10000.0,9.210340371976184,18.0,1.0,4.0,,other,edge-matching,edge-matching,1.0,1.0,1.0
10dbc0d9ab0fac07b34d6a6d4dce96a4,115.68,4.750827758410455,easy,2486.0077777777774,7.818433400697209,3.0,0.1666666666666666,3.395502483050874,2.0632582799504555,bitvector,bitvector,bitvector,0.0,3.0,4.0
3454285436b59c94031a9d8831dae833,104.16,4.64592817846026,medium,4719.242222222222,8.45940351955133,8.0,0.4444444444444444,3.67387226873409,2.0177009712241167,other,scheduling,scheduling,2.0,0.0,2.0
ba48dbb9c9c8b1e5d2c67bb8d0fb597a,0.09,-2.407945608651872,easy,3450.9966666666664,8.146418357193934,6.0,0.3333333333333333,3.53794453980468,-1.0457574905606752,other,hgen,hgen,0.0,0.0,4.0
49afc01de25926229314c0ce91091242,2.18,0.7793248768009977,easy,574.9572222222222,6.354295641894555,1.0,0.0555555555555555,2.7596355336566867,0.3384564936046048,cryptography,cryptography,cryptography,0.0,3.0,0.0
f3d6a5de18b280fc29eeae9e4f73124c,,8.517193191416238,hard,10000.0,9.210340371976184,18.0,1.0,4.0,,other,edge-matching,edge-matching,1.0,1.0,1.0
10bf6b1e7f77db46d9861b3308a2d9f8,0.3,-1.203972804325936,easy,624.1466666666668,6.436385383486255,1.0,0.0555555555555555,2.7952866554508256,-0.5228787452803376,other,minimal-superpermutation,minimal-superpermutation,0.0,3.0,0.0
bf31eea5a8b87410f1fb83064e2cb82e,0.0,-inf,easy,1111.415,7.013389257245656,2.0,0.1111111111111111,3.0458762538613344,-inf,other,hardware-verification,hardware-verification,0.0,3.0,0.0
2eccd163fc5fff906d03d1186336a91e,,8.517193191416238,hard,10000.0,9.210340371976184,18.0,1.0,4.0,,cryptography,cryptography,cryptography,1.0,1.0,1.0
0ba5ff25b8f67d50e7adcdde9716a5c2,39.59,3.678576561118039,easy,1827.616111111111,7.510767725097356,3.0,0.1666666666666666,3.261884977866821,1.5975855017522047,cryptography,cryptography,cryptography,0.0,3.0,0.0
3baf1eb7a5a42b45a11b8de5422001e5,15.29,2.727199019940971,easy,1162.4683333333332,7.058300896947123,2.0,0.1111111111111111,3.0653811311569084,1.18440748541232,cryptography,cryptography,cryptography,0.0,3.0,0.0
30c44e6084a893593d64d500551872cb,142.38,4.958499539675727,easy,3215.222777777778,8.075651927514532,3.0,0.1666666666666666,3.50721106989092,2.1534489886009824,other,circuit-multiplier,circuit-multiplier,0.0,0.0,4.0
34084476cdc7f4aa6846b0aa6d2928bd,12.29,2.5087859235779435,easy,1799.4788888888888,7.495252395796414,3.0,0.1666666666666666,3.255146755966511,1.089551882886454,antibandwidth,antibandwidth,antibandwidth,0.0,3.0,0.0
a782f73ab11758b7d74359bdad3b8d60,275.39,5.618188274814676,medium,6997.776111111111,8.85334767914792,11.0,0.6111111111111112,3.844960043424903,2.439948166045564,other,minimal-superpermutation,minimal-superpermutation,2.0,2.0,3.0
b6870b78e2e1967832537f3f9c19c6fc,302.37,5.711651433034897,medium,6139.626666666667,8.722519215818098,10.0,0.5555555555555556,3.788141963724879,2.480538699921856,antibandwidth,antibandwidth,antibandwidth,2.0,2.0,2.0
7f3b49026cf0ec9d2d76b0d9b2c61f8e,385.89,5.9555523547587335,easy,3446.026666666666,8.144977155498637,4.0,0.2222222222222222,3.5373186338611027,2.586463524357636,other,hamiltonian-cycle,hamiltonian-cycle,0.0,0.0,4.0
135ee583d7609243c526c206cf2ffe1d,2.69,0.9895411936137476,easy,2512.8016666666667,7.829153611494937,4.0,0.2222222222222222,3.400158211445167,0.4297522800024079,bitvector,bitvector,bitvector,0.0,3.0,4.0
2b5f3caa6d84857f4919513df087bbdf,,8.517193191416238,hard,10000.0,9.210340371976184,18.0,1.0,4.0,,bitvector,bitvector,bitvector,1.0,1.0,1.0
d6a644670ef23096924ca6518e73691a,,8.517193191416238,hard,10000.0,9.210340371976184,18.0,1.0,4.0,,bitvector,bitvector,bitvector,1.0,1.0,1.0
0c3af30dc0fd2af42d137d99b81bef0e,0.28,-1.272965675812887,easy,1668.6683333333335,7.41978118212455,3.0,0.1666666666666666,3.2223700243262785,-0.5528419686577808,other,baseball-lineup,baseball-lineup,0.0,3.0,0.0
32e77b54836af7f04f33aa8a7ebbe4ca,144.19,4.971131874318556,easy,3809.1666666666665,8.24516572153779,5.0,0.2777777777777778,3.580829975241706,2.158935141829918,cryptography,cryptography,cryptography,2.0,0.0,4.0
77d8d18a001b2f7ae4208299ddcf1422,,8.517193191416238,hard,10000.0,9.210340371976184,18.0,1.0,4.0,,cryptography,cryptography,cryptography,1.0,1.0,1.0
81f247cf04746d7e0fb3ea77a760a0af,,8.517193191416238,hard,10000.0,9.210340371976184,18.0,1.0,4.0,,other,discrete-logarithm,discrete-logarithm,1.0,1.0,1.0
ae17bcd042e6140aa72a2cd9f4c42b9c,102.49,4.629765232843472,medium,5822.136666666667,8.669422598208458,10.0,0.5555555555555556,3.765082395689286,2.010681493131444,other,petrinet-concurrency,petrinet-concurrency,2.0,2.0,2.0
3005623c4df6f5056a41a26d0f173e70,,8.517193191416238,hard,10000.0,9.210340371976184,18.0,1.0,4.0,,other,influence-maximization,influence-maximization,1.0,1.0,1.0
b44748828bd5e0be6ce4ae0f74bb0a98,40.78,3.708191765146309,easy,2440.182222222222,7.799827996737358,3.0,0.1666666666666666,3.3874222587775296,1.6104472214421213,other,flood-it-puzzle,flood-it-puzzle,0.0,3.0,4.0
0ec6278d8757199a58df37ec3de4d6b8,4851.76,8.48709680470205,medium,9713.986666666668,9.18132205031536,17.0,0.9444444444444444,3.9873975030286095,3.685899309660821,cryptography,cryptography,cryptography,1.0,1.0,1.0
dac6f7f51d4aad660422a31ed0ee2456,2.79,1.0260415958332745,easy,565.3927777777777,6.337520671527,1.0,0.0555555555555555,2.752350256591967,0.4456042032735975,other,cover,cover,0.0,3.0,0.0
7eb764e72a3bc1a3a3f39b6749bcec65,65.48,4.181744752502934,medium,5463.411111111111,8.60582861929139,9.0,0.5,3.737463881563332,1.816108670739904,bitvector,bitvector,bitvector,2.0,2.0,2.0
3172c7aa65ec5cdb63e4f2d82cf8f0ac,26.69,3.284288963416433,medium,7311.380000000001,8.897187317416392,12.0,0.6666666666666666,3.8639993564135353,1.4263485737875077,other,minimal-superpermutation,minimal-superpermutation,2.0,2.0,3.0
471b7994446698d3c6c299ae86238f34,1.59,0.4637340162321402,easy,589.7433333333333,6.379687413998937,1.0,0.0555555555555555,2.770663040167365,0.2013971243204515,cryptography,cryptography,cryptography,0.0,3.0,0.0
5d357f1e4b5abc96c90d305f629edd5c,84.67,4.438761347654186,medium,4841.247777777778,8.484927771810582,8.0,0.4444444444444444,3.6849573106449895,1.9277295597716544,other,cellular-automata,cellular-automata,2.0,0.0,2.0
2f998f06e0729ffa9ee5930dd8ba807c,,8.517193191416238,hard,10000.0,9.210340371976184,18.0,1.0,4.0,,other,tournament,tournament,1.0,1.0,1.0
9e421b7671701520ce1d90479a51b374,1142.74,7.041184166353176,medium,6640.360555555555,8.800921541531734,9.0,0.5,3.822191661150693,3.0579474295117324,cryptography,cryptography,cryptography,2.0,2.0,3.0
c023df1ea7d3c108b3462d5810b0fd68,0.0,-inf,easy,1111.4211111111113,7.013394755726702,2.0,0.1111111111111111,3.045878641821312,-inf,other,cnf-miter,cnf-miter,0.0,3.0,0.0
580276f7ba71a91298bc7ef3554a58f7,195.68,5.276480671938862,easy,3801.911111111111,8.243259143267208,5.0,0.2777777777777778,3.580001958819476,2.29154643969221,bitvector,bitvector,bitvector,2.0,0.0,4.0
3dd1d665ed746c32ec5f1986e23cf5bb,,8.517193191416238,hard,10000.0,9.210340371976184,18.0,1.0,4.0,,other,planning,planning,1.0,1.0,1.0
6fc6c472b92f70f845c8d75c8268d44a,295.39,5.688296517120754,medium,5752.797777777778,8.657441585502884,8.0,0.4444444444444444,3.759879107983642,2.470395788815029,other,tensors,tensors,2.0,2.0,2.0
417807e4c1f2829471bcd8981304b2d6,,8.517193191416238,hard,10000.0,9.210340371976184,18.0,1.0,4.0,,antibandwidth,antibandwidth,antibandwidth,1.0,1.0,1.0
b49f6cdd43403dbd9cfc9cb8312c15c1,38.59,3.6529931755495273,medium,7910.849999999999,8.975990513901174,14.0,0.7777777777777778,3.898223149803213,1.5864747785713966,cryptography,cryptography,cryptography,1.0,2.0,3.0
263457bc6aafa3b1f5999bc2ddfe3caf,45.87,3.82581130860908,easy,693.9127777777778,6.542346272172878,1.0,0.0555555555555555,2.841304884704991,1.6615287401319825,other,ktf,ktf,0.0,3.0,0.0
a992c43209689c579acbce65a6fd3a0a,1315.83,7.182222924209587,medium,8037.532777777779,8.99187744664366,13.0,0.7222222222222222,3.905122757027643,3.119199783783261,antibandwidth,antibandwidth,antibandwidth,1.0,2.0,3.0
7ab9c950084571e1e63319ba26141096,69.28,4.23815626425418,easy,2183.391111111111,7.688634502715372,3.0,0.1666666666666666,3.339131537900238,1.84060787900929,other,flood-it-puzzle,flood-it-puzzle,0.0,3.0,0.0
8549a59214f5c35da1333eb1ee77df30,,8.517193191416238,hard,10000.0,9.210340371976184,18.0,1.0,4.0,,cryptography,cryptography,cryptography,1.0,1.0,1.0
5d7d18cfa2b71bbf56c11f2fdfbd6873,,8.517193191416238,hard,10000.0,9.210340371976184,18.0,1.0,4.0,,other,tournament,tournament,1.0,1.0,1.0
7a14b69652e47a41d6d5d008a4a2aba9,33.29,3.5052570515869337,medium,7555.09,8.929976787276521,13.0,0.7222222222222222,3.878239642238322,1.5223137951566674,cryptography,cryptography,cryptography,1.0,2.0,3.0
0bdb73f76e34b838e9da2207268e78d8,39.69,3.681099266794974,easy,3208.861111111112,8.07367135912338,5.0,0.2777777777777778,3.506350919967612,1.5986810989071634,bitvector,bitvector,bitvector,0.0,0.0,4.0
3b5f922e28a18ed17be03f0fd3923ce8,1639.01,7.401847680006486,medium,4131.009444444445,8.326277073631005,4.0,0.2222222222222222,3.616056187875501,3.2145816033152035,cryptography,cryptography,cryptography,2.0,0.0,4.0
8b563fe5450aaefe1157d6521786fbda,69.38,4.239598641541604,easy,2346.743333333334,7.760783830404856,4.0,0.2222222222222222,3.370465592788811,1.841234295506041,other,hamiltonian-cycle,hamiltonian-cycle,0.0,3.0,4.0
51e7fe1e5212a833d6471444ab7266cf,2458.35,7.807245672177946,medium,7823.453333333334,8.964881338789617,12.0,0.6666666666666666,3.893398496353767,3.390643714289926,bitvector,bitvector,bitvector,1.0,2.0,3.0
31baef6607ced2d80be0c89536fe00a7,2836.64,7.95037553215007,medium,7869.008888888888,8.970687398142795,12.0,0.6666666666666666,3.895920035892455,3.452804222671405,other,software-verification,software-verification,1.0,2.0,3.0
6ee6f27a8328dc1c88dbb7aabadbc59b,0.09,-2.407945608651872,easy,573.7616666666667,6.352214095227571,1.0,0.0555555555555555,2.758731529425391,-1.0457574905606752,cryptography,cryptography,cryptography,0.0,3.0,0.0
4b76be62ab6f9c0fbf50716f54131184,10.59,2.359910159613315,easy,1136.8333333333333,7.036001898426664,2.0,0.1111111111111111,3.0556967991475044,1.024895960107485,other,maxsat-optimum,maxsat-optimum,0.0,3.0,0.0
2dc39ea808c5fffc08d2ab8c48881c80,4357.99,8.379766220871367,medium,9396.395555555557,9.148081443185111,16.0,0.8888888888888888,3.972961290776831,3.639286229363701,other,hardware-bmc,other ,1.0,1.0,1.0
a49166afa17d2f1fec598681f7caef9e,,8.517193191416238,hard,10000.0,9.210340371976184,18.0,1.0,4.0,,other,edge-matching,edge-matching,1.0,1.0,1.0
87da979b7363a9fdc7f88fa8103cc9aa,1049.76,6.956316845596567,medium,9014.830555555556,9.10662633962667,14.0,0.7777777777777778,3.954957568054671,3.0210900204132245,cryptography,cryptography,cryptography,1.0,1.0,1.0
61f3d3c7ca0e7041255e0ee7ada3b1e9,2574.55,7.85343004054445,medium,7646.507777777779,8.94200432295601,11.0,0.6111111111111112,3.8834631346148174,3.410701330621686,bitvector,bitvector,bitvector,1.0,2.0,3.0
b0384906155607b261b2fb070399ee2e,327.98,5.792952630915299,medium,5641.832777777778,8.637964252302742,9.0,0.5,3.7514202096526295,2.51584736153344,other,spectrum-repacking,spectrum-repacking,2.0,2.0,2.0
0d7f17f04ed073a8ea39e72783186cdb,133.3,4.892602227184663,medium,4679.053333333333,8.450851089248216,7.0,0.3888888888888889,3.670157995446585,2.12483014941386,other,spectrum-repacking,spectrum-repacking,2.0,0.0,2.0
84ee8c52086baae8850e88cde56f4af9,66.78,4.201403634515509,medium,4812.452222222222,8.47896205069683,7.0,0.3888888888888889,3.6823664308847137,1.824646414718352,other,tensors,tensors,2.0,0.0,2.0
